plant_name,disease_name,disease_type,symptoms,causes,prevention,treatment,affected_parts,severity
Rose Campion,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Rose Campion,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Rose Campion,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
Rose Campion,Root Rot,Fungal,Wilting and yellowing despite adequate moisture; roots turn brown/black and mushy.,"Waterlogged, poorly draining soil favouring fungal root pathogens.","Plant in well-drained soil, avoid overwatering, raise beds in heavy clay soils.","Improve drainage, trim rotten roots, apply a fungicide drench to remaining healthy roots.",Roots,High
Rose Geranium,Powdery Mildew,Fungal,White powdery patches on leaves and stems that spread and cause leaves to yellow and curl.,Fungal spores favoured by high humidity combined with poor air circulation.,"Space plants for airflow, avoid overhead watering, remove infected debris promptly.",Spray neem oil or a potassium bicarbonate/sulfur solution every 7-10 days.,"Leaves, stems",Moderate
Rose Geranium,Damping Off,Fungal,Seedlings collapse and rot at the soil line soon after germination; poor emergence.,"Soil-borne fungi such as Pythium and Rhizoctonia thriving in cold, waterlogged soil.","Use sterile, well-draining potting mix; avoid overwatering seedlings; ensure good ventilation.","Remove affected seedlings immediately, improve drainage, apply a fungicidal drench to remaining trays.","Stem base, roots (seedling stage)",High
Rose Geranium,Leaf Spot,Fungal/Bacterial,Brown to black spots with yellow halos scattered across leaves; spots may merge and cause leaf drop.,Fungal or bacterial pathogens spread by water splash and wet foliage.,"Water at the soil level, avoid working with wet plants, rotate crops each season.",Remove and destroy affected leaves; apply a copper-based fungicide/bactericide.,Leaves,Moderate
Rose Geranium,Aphid Infestation,Pest,"Curled, distorted new leaves and shoots; sticky honeydew and clusters of small green/black insects.","Aphid colonies feeding on tender growth, especially in warm weather.","Encourage natural predators (ladybirds, lacewings), inspect new growth regularly.","Spray with neem oil or insecticidal soap, focusing on the undersides of leaves.","New shoots, leaves",Low to Moderate
Rose Geranium,Downy Mildew,Fungal,Yellow patches on the upper leaf surface with greyish-purple fuzzy growth underneath.,"Cool, moist conditions with prolonged leaf wetness.","Improve airflow around plants, avoid wetting foliage, remove volunteer plants and debris.",Remove infected leaves promptly; apply a suitable fungicide at first sign of infection.,Leaves,Moderate to High
Rose,Powdery Mildew,Fungal,"White powdery coating over leaves, buds and stems; distorted or stunted new growth.","Warm humid days followed by cool nights, combined with poor air circulation.","Space plants well, water at the base, avoid overhead irrigation in the evening.","Spray with sulfur, potassium bicarbonate, or neem oil at first sign of infection.","Leaves, buds, stems",Moderate
Rose,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Rose,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Rose,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
Rose,Root Rot,Fungal,Wilting and yellowing despite adequate moisture; roots turn brown/black and mushy.,"Waterlogged, poorly draining soil favouring fungal root pathogens.","Plant in well-drained soil, avoid overwatering, raise beds in heavy clay soils.","Improve drainage, trim rotten roots, apply a fungicide drench to remaining healthy roots.",Roots,High
Boston Fern,Root Rot,Fungal,"Yellowing, drooping leaves despite moist soil; roots appear brown/black, mushy, with a foul smell.",Overwatering and poorly draining potting mix allowing Pythium/Phytophthora to develop.,"Use a well-draining potting mix, ensure pots have drainage holes, let topsoil dry before rewatering.","Unpot the plant, trim away rotten roots, repot into fresh mix and water sparingly afterwards.","Roots, base of stem",High
Boston Fern,Leaf Spot Disease,Fungal/Bacterial,Brown or black spots with yellow margins scattered across the foliage.,Fungal or bacterial pathogens favoured by high humidity and water sitting on leaves.,"Avoid misting directly onto foliage, ensure good airflow around the plant.","Remove affected leaves, improve ventilation, apply a fungicide/bactericide if spreading.",Leaves,Moderate
Boston Fern,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
Boston Fern,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
Boston Fern,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
Petunia,Powdery Mildew,Fungal,"White powdery coating over leaves, buds and stems; distorted or stunted new growth.","Warm humid days followed by cool nights, combined with poor air circulation.","Space plants well, water at the base, avoid overhead irrigation in the evening.","Spray with sulfur, potassium bicarbonate, or neem oil at first sign of infection.","Leaves, buds, stems",Moderate
Petunia,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Petunia,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Petunia,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
Petunia,Root Rot,Fungal,Wilting and yellowing despite adequate moisture; roots turn brown/black and mushy.,"Waterlogged, poorly draining soil favouring fungal root pathogens.","Plant in well-drained soil, avoid overwatering, raise beds in heavy clay soils.","Improve drainage, trim rotten roots, apply a fungicide drench to remaining healthy roots.",Roots,High
Wisteria,Powdery Mildew,Fungal,"White powdery coating over leaves, buds and stems; distorted or stunted new growth.","Warm humid days followed by cool nights, combined with poor air circulation.","Space plants well, water at the base, avoid overhead irrigation in the evening.","Spray with sulfur, potassium bicarbonate, or neem oil at first sign of infection.","Leaves, buds, stems",Moderate
Wisteria,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Wisteria,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Wisteria,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
